"","chromosome_name","start_position","end_position","hgnc_symbol"
"3601","1",154548577,154559028,"UBE2Q1"
"3602","1",202331544,202341984,"UBE2T"
"3603","1",64203623,64267368,"UBE2U"
"3604","1",36241898,36242156,"UBE2V2P4"
"3605","1",96418594,96418933,"UBE2WP1"
"3606","1",10032832,10181239,"UBE4B"
"3607","1",11273198,11296049,"UBIAD1"
"3608","1",110112443,110113947,"UBL4B"
"3609","1",156035299,156053798,"UBQLN4"
"3610","1",19074510,19210266,"UBR4"
"3611","2",95625213,95626236,"UBTFL3"
"3612","2",95450310,95451500,"UBTFL5"
"3613","2",97636780,97637803,"UBTFL6"
"3614","1",20186096,20196050,"UBXN10"
"3615","1",26281328,26318363,"UBXN11"
"3616","2",23927285,24004909,"UBXN2A"
"3617","1",193012250,193060080,"UCHL5"
"3618","1",165827614,165911618,"UCK2"
"3619","2",27307400,27308445,"UCN"
"3620","1",161152776,161158856,"UFC1"
"3621","2",63840952,63891562,"UGP2"
"3622","1",162497251,162529631,"UHMK1"
"3623","2",98608579,98618515,"UNC50"
"3624","1",162541332,162541628,"UQCRBP2"
"3625","1",46303698,46316776,"UQCRH"
"3626","1",15807169,15809348,"UQCRHL"
"3627","1",229626247,229660200,"URB2"
"3628","1",45010950,45015575,"UROD"
"3629","1",161039251,161045977,"USF1"
"3630","1",215622891,216423448,"USH2A"
"3631","1",62436297,62451804,"USP1"
"3632","1",161159450,161165723,"USP21"
"3633","2",76260755,76261661,"USP21P2"
"3634","1",55066359,55215378,"USP24"
"3635","1",77695987,77759852,"USP33"
"3636","2",61187463,61471087,"USP34"
"3637","2",85602856,85649283,"USP39"
"3638","1",21678298,21783606,"USP48"
"3639","1",38009258,38024820,"UTP11"
"3640","1",209827972,209857565,"UTP25"
"3641","1",7843083,7853512,"UTS2"
"3642","1",7771296,7781432,"VAMP3"
"3643","1",171700160,171742074,"VAMP4"
"3644","2",85584431,85593406,"VAMP5"
"3645","2",85561562,85582031,"VAMP8"
"3646","1",115641970,115698224,"VANGL1"
"3647","1",160400564,160428670,"VANGL2"
"3648","1",212950520,212992037,"VASH2"
"3649","1",107571161,107965180,"VAV3"
"3650","2",70900576,70965373,"VAX2"
"3651","1",100719742,100739045,"VCAM1"
"3652","2",42463139,42463997,"VDAC1P13"
"3653","1",157724180,157725020,"VDAC1P9"
"3654","1",156298624,156299307,"VHLL"
"3655","2",36696690,36814794,"VIT"
"3656","2",47989625,47990526,"VN1R18P"
"3657","1",247255972,247257210,"VN1R5"
"3658","1",12230030,12512047,"VPS13D"
"3659","1",150067279,150145329,"VPS45"
"3660","2",63892146,64019428,"VPS54"
"3661","1",151176304,151195321,"VPS72"
"3662","2",57907629,58159920,"VRK2"
"3663","1",159854316,159862657,"VSIG8"
"3664","2",17539126,17657018,"VSNL1"
"3665","1",117143587,117210960,"VTCN1"
"3666","1",1434861,1442882,"VWA1"
"3667","2",98087116,98313299,"VWA3B"
"3668","1",20290875,20359518,"VWA5B1"
"3669","1",119031216,119140654,"WARS2"
"3670","1",27404230,27490167,"WASF2"
"3671","1",14404,29570,"WASH7P"
"3672","1",185217,195411,"WASH9P"
"3673","2",74458400,74460891,"WBP1"
"3674","2",24029347,24049575,"WDCP"
"3675","2",63119559,63827843,"WDPCP"
"3676","1",224385146,224437033,"WDR26"
"3677","1",117929720,117966543,"WDR3"
"3678","2",19910263,19990105,"WDR35"
"3679","2",28894667,28948219,"WDR43"
"3680","1",108970214,109042113,"WDR47"
"3681","2",74421678,74425755,"WDR54"
"3682","1",241652278,241802777,"WDR64"
"3683","1",111439890,111449256,"WDR77"
"3684","1",27234632,27308636,"WDTC1"
"3685","1",68098473,68233120,"WLS"
"3686","1",112466541,112530165,"WNT2B"
"3687","1",228006998,228061271,"WNT3A"
"3688","1",22117313,22143969,"WNT4"
"3689","1",227918656,227947932,"WNT9A"
"3690","1",3630767,3652761,"WRAP73"
"3691","1",168576605,168582069,"XCL1"
"3692","1",168540768,168543997,"XCL2"
"3693","2",31334321,31414742,"XDH"
"3694","1",27959588,27968093,"XKR8"
"3695","2",61476032,61538741,"XPO1"
"3696","1",180632022,180890279,"XPR1"
"3697","1",220313945,220315565,"XRCC6P3"
"3698","1",32775237,32818031,"YARS1"
"3699","1",42682418,42703805,"YBX1"
"3700","1",226318015,226318693,"YBX1P9"
"3701","1",53851719,53889798,"YIPF1"
"3702","2",32277904,32316594,"YIPF4"
"3703","1",207043849,207052980,"YOD1"
"3704","2",30146941,30160533,"YPEL5"
"3705","1",37802945,37808208,"YRDC"
"3706","1",28736621,28769775,"YTHDF2"
"3707","2",9583967,9630997,"YWHAQ"
"3708","2",98694109,98695490,"YWHAQP5"
"3709","1",155659443,155689000,"YY1AP1"
"3710","2",97713576,97739862,"ZAP70"
"3711","1",203795623,203854124,"ZBED6"
"3712","1",15941869,15976132,"ZBTB17"
"3713","1",244048547,244057476,"ZBTB18"
"3714","1",173868082,173903547,"ZBTB37"
"3715","1",22428838,22531157,"ZBTB40"
"3716","1",197153682,197201293,"ZBTB41"
"3717","1",6579994,6589280,"ZBTB48"
"3718","1",155002630,155018523,"ZBTB7B"
"3719","1",32539427,32605941,"ZBTB8A"
"3720","1",32465072,32496686,"ZBTB8B"
"3721","1",32600172,32650903,"ZBTB8OS"
"3722","1",203795623,203854999,"ZC3H11A"
"3723","1",219608012,219613105,"ZC3H11B"
"3724","1",37474580,37484377,"ZC3H12A"
"3725","1",31296982,31364953,"ZCCHC17"
"3726","1",26826688,26857604,"ZDHHC18"
"3727","2",43222402,43226606,"ZFP36L2"
"3728","1",40477290,40496343,"ZFP69"
"3729","1",40450102,40463718,"ZFP69B"
"3730","1",52142089,52348671,"ZFYVE9"
"3731","1",40258041,40294180,"ZMPSTE24"
"3732","1",35032172,35115859,"ZMYM1"
"3733","1",35268709,35422058,"ZMYM4"
"3734","1",34986165,35031945,"ZMYM6"
"3735","1",42430329,42456253,"ZMYND12"
"3736","1",192993449,192994677,"ZNF101P2"
"3737","1",247121975,247172020,"ZNF124"
"3738","2",95165432,95184317,"ZNF2"
"3739","1",200404940,200410056,"ZNF281"
"3740","1",89995110,90035533,"ZNF326"
"3741","1",33256492,33300719,"ZNF362"
"3742","CHR_HSCHR1_4_CTG3",23366912,23377300,"ZNF436"
"3743","1",23359448,23369836,"ZNF436"
"3744","1",247297412,247331867,"ZNF496"
"3745","2",27582969,27623217,"ZNF512"
"3746","2",27377235,27380790,"ZNF513"
"3747","2",95122087,95165668,"ZNF514"
"3748","1",26169908,26170873,"ZNF593"
"3749","2",71276561,71435069,"ZNF638"
"3750","1",90915298,91022272,"ZNF644"
"3751","1",182054570,182061712,"ZNF648"
"3752","1",247099962,247104372,"ZNF669"
"3753","1",247034637,247078811,"ZNF670"
"3754","1",248838210,248849517,"ZNF672"
"3755","1",227563543,227677443,"ZNF678"
"3756","1",26361634,26374522,"ZNF683"
"3757","1",40531573,40548167,"ZNF684"
"3758","1",151281618,151292176,"ZNF687"
"3759","1",42846573,42852477,"ZNF691"
"3760","1",248850006,248859144,"ZNF692"
"3761","1",246945547,247008093,"ZNF695"
"3762","1",119619377,119648266,"ZNF697"
"3763","1",85649417,85708433,"ZNHIT6"
"3764","1",237877864,237890922,"ZP4"
"3765","1",26209741,26229844,"ZPLD2P"
"3766","1",71063291,71081289,"ZRANB2"
"3767","1",33472645,33501643,"ZSCAN20"
"3768","1",45016399,45306209,"ZSWIM5"
"3769","1",52842511,52894998,"ZYG11A"
"3770","1",52726453,52827336,"ZYG11B"
"3771","1",77562416,77683419,"ZZZ3"
"3772","3",138123713,138132390,"A4GNT"
"3773","3",151814073,151828488,"AADAC"
"3774","CHR_HSCHR3_1_CTG2_1",151744454,151770036,"AADACL2"
"3775","3",151733916,151761339,"AADACL2"
"3776","3",151770474,151784421,"AADACP1"
"3777","2",218264129,218270178,"AAMP"
"3778","4",56338287,56387508,"AASDH"
"3779","4",425435,474129,"ABCA11P"
"3780","2",214931542,215138626,"ABCA12"
"3781","CHR_HSCHR2_1_CTG7_2",168939927,168953422,"ABCB11"
"3782","2",168915498,169031324,"ABCB11"
"3783","2",219209772,219218994,"ABCB6"
"3784","3",183919934,184017939,"ABCC5"
"3785","3",88317156,88319022,"ABCF2P1"
"3786","3",184186095,184194012,"ABCF3"
"3787","4",88090150,88231628,"ABCG2"
"3788","3",111979010,111993368,"ABHD10"
"3789","3",51971426,51981196,"ABHD14A"
"3790","3",51968510,51983409,"ABHD14B"
"3791","3",43690108,43734371,"ABHD5"
"3792","3",58237532,58295693,"ABHD6"
"3793","2",203328280,203447728,"ABI2"
"3794","3",100749156,100993515,"ABI3BP"
"3795","4",7965310,8158832,"ABLIM2"
"3796","4",83459517,83523348,"ABRAXAS1"
"3797","3",127672935,127680926,"ABTB1"
"3798","3",38103129,38137242,"ACAA1"
"3799","3",132558138,132660082,"ACAD11"
"3800","3",128879596,128924003,"ACAD9"
"3801","2",210187126,210225447,"ACADL"
"3802","3",195274745,195443044,"ACAP2"
"3803","3",42804752,42887974,"ACKR2"
"3804","2",236567787,236582354,"ACKR3"
"3805","3",132597270,132618967,"ACKR4"
"3806","2",134838616,134902034,"ACMSD"
"3807","3",58505136,58537283,"ACOX2"
"3808","4",8366282,8440723,"ACOX3"
"3809","2",110732539,111120610,"ACOXL"
"3810","3",132317369,132368302,"ACP3"
"3811","2",113667478,113668621,"ACRP1"
"3812","2",222860942,222944639,"ACSL3"
"3813","3",12070195,12071360,"ACTG1P12"
"3814","3",175977497,175978570,"ACTG1P23"
"3815","3",49873347,49877305,"ACTL11P"
"3816","3",179562886,179588407,"ACTL6A"
"3817","4",116598161,116599611,"ACTN4P1"
"3818","2",108099110,108099492,"ACTP1"
"3819","2",110184054,110185179,"ACTR1AP1"
"3820","2",113890063,113962596,"ACTR3"
"3821","4",106836498,106837601,"ACTR6P1"
"3822","3",53867066,53882152,"ACTR8"
"3823","3",169766921,169769561,"ACTRT3"
"3824","2",157736251,157876330,"ACVR1"
"3825","2",157526767,157628864,"ACVR1C"
"3826","2",147844517,147930826,"ACVR2A"
"3827","3",38453890,38493142,"ACVR2B"
"3828","3",51983340,51989197,"ACY1"
"3829","4",122378966,122429802,"ADAD1"
"3830","2",206443532,206621127,"ADAM23"
"3831","4",72280969,72569221,"ADAMTS3"
"3832","3",64515654,64688000,"ADAMTS9"
"3833","3",123282296,123449090,"ADCY5"
"3834","4",2843844,2930076,"ADD1"
"3835","4",22345071,22516066,"ADGRA3"
"3836","3",100609601,100695479,"ADGRG7"
"3837","4",61200326,62078335,"ADGRL3"
"3838","4",99276369,99291003,"ADH1A"
"3839","4",99304971,99352760,"ADH1B"
"3840","4",99336497,99352746,"ADH1C"
"3841","4",99123657,99157792,"ADH4"
"3842","4",99070978,99088801,"ADH5"
"3843","4",99202638,99219537,"ADH6"
"3844","4",99412261,99435510,"ADH7"
"3845","3",186842704,186858463,"ADIPOQ"
"3846","3",119579268,119589945,"ADPRH"
"3847","4",3766348,3768526,"ADRA2C"
"3848","4",7758714,7939926,"AFAP1"
"3849","4",86935002,87141039,"AFF1"
"3850","2",99545419,100192428,"AFF3"
"3851","4",73481745,73504001,"AFM"
"3852","4",73431138,73456174,"AFP"
"3853","2",235494043,236131793,"AGAP1"
"3854","2",227472152,227561217,"AGFG1"
"3855","2",177392746,177567024,"AGPS"
"3856","3",148697784,148743008,"AGTR1"
"3857","2",240868824,240880502,"AGXT"
"3858","2",104395002,104396280,"AHCYP3"
"3859","2",138901433,138902747,"AHCYP4"
"3860","2",195582794,195584031,"AHCYP5"
"3861","3",186613060,186621318,"AHSG"
"3862","4",106315544,106349456,"AIMP1"
"3863","3",52198086,52214327,"ALAS1"
"3864","4",73397114,73421482,"ALB"
"3865","3",105366909,105576900,"ALCAM"
"3866","3",126103562,126197994,"ALDH1L1"
"3867","2",172893763,172894383,"ALDH7A1P2"
"3868","3",125929272,125990537,"ALG1L"
"3869","3",130081831,130113227,"ALG1L2"
"3870","4",9703754,9710812,"ALG1L3P"
"3871","3",184242301,184249548,"ALG3"
"3872","2",232406844,232410714,"ALPG"
"3873","2",232456125,232460753,"ALPI"
"3874","4",112285509,112442621,"ALPK1"
"3875","2",232378724,232382889,"ALPP"
"3876","2",201700267,201782112,"ALS2"
"3877","3",46668995,46693704,"ALS2CL"
"3878","4",70592256,70607288,"AMBN"
"3879","2",130755540,130768134,"AMER3"
"3880","3",49716829,49719684,"AMIGO3"
"3881","2",127861630,127885967,"AMMECR1L"
"3882","3",134355347,134375479,"AMOTL2"
"3883","3",49416778,49422685,"AMT"
"3884","4",70518569,70532743,"AMTN"
"3885","2",111611639,111884690,"ANAPC1"
"3886","3",134477706,134486716,"ANAPC13"
"3887","4",25377263,25418498,"ANAPC4"
"3888","4",112818032,113384221,"ANK2"
"3889","2",189674290,189761193,"ANKAR"
"3890","2",240479422,240569209,"ANKMY1"
"3891","4",73073376,73258798,"ANKRD17"
"3892","CHR_HSCHR3_9_CTG3",198057531,198080720,"ANKRD18DP"
"3893","3",198053522,198080512,"ANKRD18DP"
"3894","3",198057531,198080754,"ANKRD18DP"
"3895","4",49502145,49506022,"ANKRD20A17P"
"3896","3",15667236,15859771,"ANKRD28"
"3897","2",132147591,132257969,"ANKRD30BL"
"3898","2",196967017,197311173,"ANKRD44"
"3899","4",124664048,124712732,"ANKRD50"
"3900","3",149761100,149968385,"ANKUB1"
"3901","2",219229783,219236679,"ANKZF1"
"3902","3",43354859,43691594,"ANO10"
"3903","2",241188509,241225976,"ANO7"
"3904","4",79901146,80125454,"ANTXR2"
"3905","4",78551747,78610451,"ANXA3"
"3906","4",121667946,121696995,"ANXA5"
"3907","2",200586014,200677064,"AOX1"
"3908","2",200738608,200791630,"AOX2P"
"3909","2",200678233,200732539,"AOX3P"
"3910","4",112231740,112273110,"AP1AR"
"3911","2",223667680,223838027,"AP1S3"
"3912","3",184174689,184184214,"AP2M1"
"3913","4",40810027,41216714,"APBB2"
"3914","3",49674014,49683971,"APEH"
"3915","3",195568705,195584033,"APOD"
"3916","3",87594838,87595376,"APOOP2"
"3917","3",57227726,57278105,"APPL1"
"3918","3",37381062,37440186,"APRG1"
"3919","2",240691866,240698483,"AQP12A"
"3920","2",240676418,240682906,"AQP12B"
"3921","4",35948221,36244514,"ARAP2"
"3922","4",74445136,74455005,"AREG"
"3923","3",57571363,57598220,"ARF4"
"3924","3",121567949,121590622,"ARGFX"
"3925","2",143091362,143768352,"ARHGAP15"
"3926","4",85475150,86002668,"ARHGAP24"
"3927","3",119294383,119420714,"ARHGAP31"
"3928","CHR_HSCHR3_2_CTG2_1",154121003,154261004,"ARHGEF26"
"3929","3",154121003,154257827,"ARHGEF26"
"3930","3",56727418,57079329,"ARHGEF3"
"3931","4",105552620,105708093,"ARHGEF38"
"3932","2",130836914,131047263,"ARHGEF4"
"3933","3",48918821,48986382,"ARIH2"
"3934","3",93980139,94055678,"ARL13B"
"3935","3",160677160,160678448,"ARL14"
"3936","2",234493041,234497081,"ARL4C"
"3937","2",151788984,151828492,"ARL5A"
"3938","3",97764521,97801229,"ARL6"
"3939","3",69084937,69106092,"ARL6IP5"
"3940","2",152717647,152762396,"ARL6IP6"
"3941","3",5122249,5180911,"ARL8B"
"3942","4",56505209,56524959,"ARL9"
"3943","3",138187248,138298384,"ARMC8"
"3944","2",231198546,231376848,"ARMC9"
"3945","2",208360631,208361369,"ARPC1BP1"
"3946","2",218217141,218254356,"ARPC2"
"3947","3",9792495,9807101,"ARPC4"
"3948","3",35638945,35794496,"ARPP21"
"3949","4",113900284,113979727,"ARSJ"
"3950","4",76011184,76114048,"ART3"
"3951","2",238426742,238452250,"ASB1"
"3952","3",57268342,57292685,"ASB14"
"3953","2",236193459,236264409,"ASB18"
"3954","2",219514170,219538772,"ASIC4"
"3955","2",189661385,189670831,"ASNSD1"
"3956","3",177297161,177298386,"ASS1P7"
"3957","3",131013875,131027649,"ASTE1"
"3958","2",175072250,175168382,"ATF2"
"3959","CHR_HG2232_PATCH",233210051,233295674,"ATG16L1"
"3960","2",233210051,233295674,"ATG16L1"
"3961","3",112532510,112562046,"ATG3"
"3962","2",241637213,241673857,"ATG4B"
"3963","3",11272309,11557665,"ATG7"
"3964","2",219219380,219229717,"ATG9A"
"3965","2",215311956,215349773,"ATIC"
"3966","4",93828753,93830964,"ATOH1"
"3967","4",47485275,47593486,"ATP10D"
"3968","3",182793503,182921629,"ATP11B"
"3969","3",194402672,194498364,"ATP13A3"
"3970","3",193398967,193593111,"ATP13A4"
"3971","3",193274789,193378820,"ATP13A5"
"3972","3",141876124,141926549,"ATP1B3"
"3973","3",10324023,10708007,"ATP2B2"
"3974","3",130850595,131016712,"ATP2C1"
"3975","2",155269633,155270134,"ATP5F1AP2"
"3976","2",175176258,175181710,"ATP5MC3"
"3977","4",672436,674330,"ATP5ME"
"3978","4",24658072,24658375,"ATP5MGP3"
"3979","2",153158938,153159683,"ATP5PBP4"
"3980","2",206236236,206236871,"ATP5POP1"
"3981","3",113747027,113812056,"ATP6V1A"
"3982","4",42408373,42657121,"ATP8A1"
"3983","3",142449007,142578733,"ATR"
"3984","3",48446710,48467645,"ATRIP"
"3985","3",63863155,64003462,"ATXN7"
"3986","3",28315003,28349050,"AZI2"
"3987","3",161083883,161105411,"B3GALNT1"
"3988","2",167293001,167874045,"B3GALT1"
"3989","3",183253253,183298504,"B3GNT5"
"3990","2",231395710,231401164,"B3GNT7"
"3991","3",119211732,119240946,"B4GALT4"
"3992","4",101411286,102074812,"BANK1"
"3993","3",52401008,52410008,"BAP1"
"3994","2",214725646,214809683,"BARD1"
"3995","2",159318979,159616569,"BAZ2B"
"3996","4",122732702,122744942,"BBS12"
"3997","2",169479480,169506655,"BBS5"
"3998","4",121824329,121870487,"BBS7"
"3999","3",107522936,107811339,"BBX"
"4000","3",165772904,165837462,"BCHE"
"4001","2",111119378,111168445,"BCL2L11"
"4002","3",131526447,131527179,"BCL2L12P1"
"4003","3",187721377,187745725,"BCL6"
"4004","2",218658764,218663443,"BCS1L"
"4005","CHR_HSCHR3_2_CTG3",197506664,197557450,"BDH1"
"4006","3",197509783,197573323,"BDH1"
"4007","4",103077592,103099870,"BDH2"
"4008","4",42110853,42152878,"BEND4"
"4009","3",133400056,133475222,"BFSP2"
"4010","3",4979437,4985323,"BHLHE40"
"4011","2",200844240,200845461,"BICD1P1"
"4012","2",127048027,127107288,"BIN1"
"4013","4",6716174,6717664,"BLOC1S4"
"4014","4",78776342,78916365,"BMP2K"
"4015","4",81030708,81057627,"BMP3"
"4016","4",94757955,95158448,"BMPR1B"
"4017","2",202376327,202567751,"BMPR2"
"4018","3",113211003,113287459,"BOC"
"4019","4",13568738,13627725,"BOD1L1"
"4020","2",241551424,241574131,"BOK"
"4021","3",47499841,47500407,"BOLA2P2"
"4022","2",197726879,197786762,"BOLL"
"4023","3",139104185,139125171,"BPESC1"
"4024","3",160100850,160102793,"BRD7P2"
"4025","3",10115675,10127190,"BRK1"
"4026","3",9731729,9748019,"BRPF1"
"4027","3",49554477,49671549,"BSN"
"4028","4",15703065,15738313,"BST1"
"4029","4",74744759,74794523,"BTC"
"4030","3",15601341,15722311,"BTD"
"4031","3",112463966,112499472,"BTLA"
"4032","2",110637528,110678063,"BUB1"
"4033","2",200810594,200827338,"BZW1"
"4034","2",119156243,119158751,"C1QL2"
"4035","4",15339818,15446167,"C1QTNF7"
"4036","2",201487421,201619178,"C2CD6"
"4037","2",105337532,105349211,"C2orf49"
"4038","2",196804417,196809355,"C2orf66"
"4039","2",199911293,199955935,"C2orf69"
"4040","2",231037523,231049719,"C2orf72"
"4041","2",119302225,119366834,"C2orf76"
"4042","2",208165343,208190030,"C2orf80"
"4043","2",227632969,227648606,"C2orf83"
"4044","2",189879609,190203484,"C2orf88"
"4045","3",62319015,62336213,"C3orf14"
"4046","3",50558025,50571027,"C3orf18"
"4047","3",14675141,14773036,"C3orf20"
"4048","3",126526999,126558965,"C3orf22"
"4049","3",155762617,155806278,"C3orf33"
"4050","3",88149959,88168729,"C3orf38"
"4051","3",63819299,63848636,"C3orf49"
"4052","CHR_HSCHR3_6_CTG2_1",112086335,112131004,"C3orf52"
"4053","3",112086335,112131004,"C3orf52"
"4054","3",127193131,127198185,"C3orf56"
"4055","3",49268596,49277232,"C3orf62"
"4056","3",185076838,185153060,"C3orf70"
"4057","3",160225422,160228213,"C3orf80"
"4058","3",49177634,49191858,"C3orf84"
"4059","3",109118252,109151401,"C3orf85"
"4060","3",44421127,44439946,"C3orf86"
"4061","4",99511012,99542303,"C4orf17"
"4062","4",37453925,37623495,"C4orf19"
"4063","4",119296419,119304445,"C4orf3"
"4064","4",86876205,86892422,"C4orf36"
"4065","4",2041995,2043964,"C4orf48"
"4066","4",5897373,6200555,"C4orf50"
"4067","4",99636529,99657828,"C4orf54"
"4068","2",230712842,230821075,"CAB39"
"4069","4",70334981,70337116,"CABS1"
"4070","3",54047749,54048793,"CABYRP1"
"4071","3",53328963,53813733,"CACNA1D"
"4072","3",50362613,50504244,"CACNA2D2"
"4073","3",54122547,55074557,"CACNA2D3"
"4074","2",151832771,152099167,"CACNB4"
"4075","3",84958989,86074429,"CADM2"
"4076","3",62398346,62875416,"CADPS"
"4077","2",187341964,187448460,"CALCRL"
"4078","3",9757347,9769992,"CAMK1"
"4079","4",113418054,113761927,"CAMK2D"
"4080","3",184259213,184261553,"CAMK2N2"
"4081","3",49857988,49869935,"CAMKV"
"4082","3",48223347,48225491,"CAMP"
"4083","3",12796472,12834804,"CAND2"
"4084","3",76434018,76435428,"CAP1P1"
"4085","2",240586734,240617705,"CAPN10"
"4086","3",15206152,15252916,"CAPN7"
"4087","2",202912214,202988263,"CARF"
"4088","2",201182872,201229428,"CASP10"
"4089","4",109688622,109703583,"CASP6"
"4090","2",201233443,201361836,"CASP8"
"4091","3",122183668,122291629,"CASR"
"4092","2",218356857,218368099,"CATIP"
"4093","3",8733802,8841808,"CAV3"
"4094","2",191834310,191847088,"CAVIN2"
"4095","3",105655461,105869552,"CBLB"
"4096","2",113437691,113496204,"CBWD2"
"4097","2",173477996,173478400,"CBY1P1"
"4098","4",15469865,15601552,"CC2D2A"
"4099","2",130337933,130342699,"CCDC115"
"4100","3",46921726,46982010,"CCDC12"
"4101","3",42705756,42773253,"CCDC13"
"4102","3",72086888,72087725,"CCDC137P"
"4103","2",108786757,108885477,"CCDC138"
"4104","3",123897305,123961408,"CCDC14"
"4105","2",222298147,222305217,"CCDC140"
"4106","2",178829757,179050137,"CCDC141"
"4107","2",158171073,158456753,"CCDC148"
"4108","4",24803514,24980204,"CCDC149"
"4109","2",196639554,196763490,"CCDC150"
"4110","4",76312997,76421868,"CCDC158"
"4111","3",14651762,14672659,"CCDC174"
"4112","3",113964137,114056594,"CCDC191"
"4113","4",112068010,112068526,"CCDC34P1"
"4114","3",180602858,180684942,"CCDC39"
"4115","3",191329085,191398659,"CCDC50"
"4116","3",48432164,48440456,"CCDC51"
"4117","3",107377439,107378635,"CCDC54"
"4118","3",56557161,56621837,"CCDC66"
"4119","3",49162535,49166331,"CCDC71"
"4120","2",131527675,131533666,"CCDC74A"
"4121","2",130139287,130145134,"CCDC74B"
"4122","3",112596797,112649530,"CCDC80"
"4123","2",117915478,118014133,"CCDC93"
"4124","4",7040849,7043001,"CCDC96"
"4125","3",42257825,42266185,"CCK"
"4126","4",26481396,26490484,"CCKAR"
"4127","2",227805739,227817564,"CCL20"
"4128","4",121816444,121823883,"CCNA2"
"4129","4",77157207,77433388,"CCNG2"
"4130","4",77047155,77076309,"CCNI"
"4131","3",157146508,157160760,"CCNL1"
"4132","2",134918235,134959342,"CCNT2"
"4133","2",207711540,207761839,"CCNYL1"
"4134","3",46201711,46208313,"CCR1"
"4135","3",46353864,46360940,"CCR2"
"4136","3",46130890,46266706,"CCR3"
"4137","3",32951644,32956349,"CCR4"
"4138","3",46370946,46376206,"CCR5"
"4139","3",39329709,39333680,"CCR8"
"4140","3",45886509,45903174,"CCR9"
"4141","3",46407166,46412997,"CCRL2"
"4142","4",90127394,91605295,"CCSER1"
"4143","3",112332347,112362812,"CD200"
"4144","3",112921205,112975103,"CD200R1"
"4145","3",112815709,112846864,"CD200R1L"
"4146","2",203706475,203738912,"CD28"
"4147","2",159768628,159798255,"CD302"
"4148","4",15778275,15853232,"CD38"
"4149","3",108043091,108091862,"CD47"
"4150","3",119524293,119559614,"CD80"
"4151","3",122055362,122121139,"CD86"
"4152","2",106487364,106544297,"CD8B2"
"4153","3",111292719,111665750,"CD96"
"4154","3",48157146,48188417,"CDC25A"
"4155","2",173354820,173368997,"CDCA7"
"4156","3",45082277,45146422,"CDCP1"
"4157","3",49790732,49799873,"CDHR4"
"4158","2",201790461,201895550,"CDK15"
"4159","2",218959666,218962155,"CDK5R2"
"4160","4",75576496,75630716,"CDKL2"
"4161","CHR_HSCHR2_3_CTG7_2",131795990,131802689,"CDRT15P3"
"4162","2",131795136,131796178,"CDRT15P3"
"4163","2",131794961,131801661,"CDRT15P3"
"4164","4",84583127,84651334,"CDS1"
"4165","3",133573686,133590261,"CDV3"
"4166","3",48636463,48662886,"CELSR3"
"4167","4",67468762,67545503,"CENPC"
"4168","4",103105349,103198445,"CENPE"
"4169","4",55948871,56033361,"CEP135"
"4170","3",196706277,196712250,"CEP19"
"4171","3",134485699,134587789,"CEP63"
"4172","3",138494344,138594538,"CEP70"
"4173","3",101724534,101770562,"CEP97"
"4174","2",181535041,181680665,"CERKL"
"4175","2",168456249,168775134,"CERS6"
"4176","3",126394909,126436556,"CFAP100"
"4177","3",58717365,59050084,"CFAP20DC"
"4178","2",169645425,169694405,"CFAP210"
"4179","2",119544432,119662251,"CFAP221"
"4180","4",80335730,80963750,"CFAP299"
"4181","3",113286930,113441610,"CFAP44"
"4182","2",219002846,219041527,"CFAP65"
"4183","3",119703022,119767102,"CFAP91"
"4184","3",128909866,129002690,"CFAP92"
"4185","4",2418974,2462942,"CFAP99"
"4186","2",130592165,130599575,"CFC1"
"4187","2",130521197,130528604,"CFC1B"
"4188","4",109731008,109802150,"CFI"
"4189","2",201116154,201176687,"CFLAR"
"4190","3",88051944,88149885,"CGGBP1"
"4191","3",14112077,14124870,"CHCHD4"
"4192","2",112584240,112589275,"CHCHD5"
"4193","3",126704240,126960420,"CHCHD6"
"4194","3",53812335,53846419,"CHDH"
"4195","4",54009789,54064605,"CHIC2"
"4196","3",196763,409417,"CHL1"
"4197","3",87227271,87255556,"CHMP2B"
"4198","2",174798809,175005381,"CHN1"
"4199","2",219538954,219543809,"CHPF"
"4200","3",184380054,184390736,"CHRD"
"4201","2",174747592,174787935,"CHRNA1"
"4202","4",40335333,40355217,"CHRNA9"
"4203","2",232525993,232536667,"CHRND"
"4204","2",232539692,232548115,"CHRNG"
"4205","2",178413635,178440243,"CHROMR"
"4206","2",100391860,100417668,"CHST10"
"4207","3",126524155,126543291,"CHST13"
"4208","3",143119771,143124014,"CHST2"
"4209","3",28427963,28428444,"CIAO2AP1"
"4210","3",9866711,9880255,"CIDEC"
"4211","3",10017490,10023747,"CIDECP1"
"4212","3",108549864,108589644,"CIP2A"
"4213","2",174348022,174395712,"CIR1"
"4214","4",114713579,114714920,"CIR1P2"
"4215","4",102868974,102892807,"CISD2"
"4216","3",50606489,50611774,"CISH"
"4217","2",112736349,112764664,"CKAP2L"
"4218","2",121337776,121649476,"CLASP1"
"4219","3",33496245,33718356,"CLASP2"
"4220","3",184346185,184361650,"CLCN2"
"4221","3",190305707,190322446,"CLDN1"
"4222","3",170418868,170454733,"CLDN11"
"4223","3",190322541,190412138,"CLDN16"
"4224","3",137998735,138033655,"CLDN18"
"4225","3",98497912,98523066,"CLDND1"
"4226","3",45001548,45036071,"CLEC3B"
